1475884800 0
1475885400 0
1475886000 0
1475886600 0
1475887200 0
1475887800 0
1475888400 0
1475889000 0
1475889600 0
1475890200 0
1475890800 0
1475891400 0
1475892000 0
1475892600 0
1475893200 0
1475893800 0
1475894400 0
1475895000 0
1475895600 0
1475896200 0
1475896800 0
1475897400 0
1475898000 0
1475898600 0
1475899200 0
1475899800 0
1475900400 0
1475901000 0
1475901600 0
1475902200 0
1475902800 0
1475903400 0
1475904000 0
1475904600 0
1475905200 0
1475905800 0
1475906400 0
1475907000 0
1475907600 0
1475908200 0
1475908800 0
1475909400 5000
1475910000 10000
1475910600 15000
1475911200 20000
1475911800 25000
1475912400 30000
1475913000 35000
1475913600 40000
1475914200 45000
1475914800 50000
1475915400 55000
1475916000 60000
1475916600 65000
1475917200 70000
1475917800 75000
1475918400 80000
1475919000 85000
1475919600 90000
1475920200 95000
1475920800 100000
1475921400 105000
1475922000 110000
1475922600 115000
1475923200 120000
1475923800 125000
1475924400 130000
1475925000 135000
1475925600 140000
1475926200 145000
1475926800 150000
1475927400 155000
1475928000 160000
1475928600 165000
1475929200 170000
1475929800 175000
1475930400 180000
1475931000 185000
1475931600 190000
1475932200 195000
1475932800 200000
1475933400 205000
1475934000 210000
1475934600 215000
1475935200 220000
1475935800 225000
1475936400 230000
1475937000 235000
1475937600 240000
1475938200 0
1475938800 0
1475939400 0
1475940000 0
1475940600 0
1475941200 0
1475941800 0
1475942400 0
1475943000 0
1475943600 0
1475944200 0
1475944800 0
1475945400 0
1475946000 0
1475946600 0
1475947200 0
1475947800 0
1475948400 0
1475949000 0
1475949600 0
1475950200 0
1475950800 0
1475951400 0
1475952000 0
1475952600 0
1475953200 0
1475953800 0
1475954400 0
1475955000 0
1475955600 0
1475956200 0
1475956800 0
1475957400 0
1475958000 0
1475958600 0
1475959200 0
1475959800 0
1475960400 0
1475961000 0
1475961600 0
1475962200 0
1475962800 0
1475963400 0
1475964000 0
1475964600 0
1475965200 0
1475965800 0
1475966400 0
1475967000 0
1475967600 0
1475968200 0
1475968800 0
1475969400 0
1475970000 0
1475970600 0
